Jeep Renegade 2.0 Turbo Diesel 4x4;R$ 124.900;https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-2-0-turbo-diesel-4x4-1109542238
JEEP RENEGADE 2.0 16V TURBO DIESEL TRAILHAWK 4P 4X4 AUTOMÁTICO;R$ 139.990;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-2-0-16v-turbo-diesel-trailhawk-4p-4x4-automatico-1155208406
Jeep Compass 2.0 16v Longitude;R$ 112.900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-16v-longitude-1114302133
Jeep Compass 2.0 Longitude;R$ 113.900;https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-longitude-1172731886
Jeep Renegade 1.8 16V FLEX LONGITUDE 4P AUTOMATICO;R$ 82.900;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-1-8-16v-flex-longitude-4p-automatico-1153885387
Jeep Compass 2.0 16v Longitude;R$ 110.900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-16v-longitude-1139550909
JEEP COMPASS 1.3 T270 Turbo S;R$ 197.900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-1-3-t270-turbo-s-1161280616
JEEP RENEGADE 2.0 16V Turbo Moab 4X4;R$ 149.790;https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-2-0-16v-turbo-moab-4x4-1065505845
Jeep Compass Trail Hawk 2.0 - Automático - 4x4 - Diesel - 2017;R$ 140.000;https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-trail-hawk-2-0-automatico-4x4-diesel-2017-1112657141
JEEP Compass 2.0 16V 4P LONGITUDE FLEX AUTOMÁTICO;R$ 118.900;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-16v-4p-longitude-flex-automatico-1091570150
JEEP RENEGADE 1.8 16V FLEX SPORT 4P AUTOMÁTICO;R$ 69.790;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-1-8-16v-flex-sport-4p-automatico-1166541075
JEEP RENEGADE 1.8 16V FLEX SPORT 4P MANUAL;R$ 77.790;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-1-8-16v-flex-sport-4p-manual-1171877725
Jeep Renegade 2.0 Longitude 4x4 TB Diesel Aut.;R$ 149.863;https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-2-0-longitude-4x4-tb-diesel-aut-1167234836
Jeep Compass 2.0 flex sport 2017;R$ 90.000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-flex-sport-2017-1170233629
Jeep Compass 2.0 Turbo Diesel 4x4 Longitudel Ano 2018 - Ent + Parcelas 1.500;R$ 129.900;https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-turbo-diesel-4x4-longitudel-ano-2018-ent-parcelas-1-500-1155558920
Jeep Compass Trailwalk 2017 Top de linha;R$ 148.900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-trailwalk-2017-top-de-linha-1142024481
Jeep Renegade 1.8 automático completo 2018;R$ 74.900;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-1-8-automatico-completo-2018-1043443387
Jeep Renegade;R$ 88.800;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-1135751953
JEEP RENEGADE RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.;R$ 97.830;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-renegade-longitude-1-8-4x2-flex-16v-aut-1163561305
Jeep Compass Longitude 2.0 preço baixo Ipva 2023 grátis;R$ 138.990;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-longitude-2-0-preco-baixo-ipva-2023-gratis-1070885081
Jeep Compass 2018 único dono em excelente estado e baixa quilometragem;R$ 120.000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2018-unico-dono-em-excelente-estado-e-baixa-quilometragem-1172721250
Jeep Compass Limited Flex;R$ 128.000;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-limited-flex-1176326026
Jeep Renegade Longitude 1.8 2020;R$ 92.900;https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-longitude-1-8-2020-1107072835
Oportunidade: Jeep Renegade 1.8 Flex Auto 2020;R$ 87.900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/oportunidade-jeep-renegade-1-8-flex-auto-2020-1126761475
JEEP RENEGADE RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.;R$ 91.470;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-renegade-longitude-1-8-4x2-flex-16v-aut-1168404788
Jeep Compass 2021 2.0 16v flex limited automático;R$ 151.820;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2021-2-0-16v-flex-limited-automatico-1165820005
JEEP Compass LONGITUDE F 4P;R$ 128.900;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-longitude-f-4p-1166252000
Jeep Renegade 2016 Parcela de 1.899 Reais ao Mês Aut. - 2J72;;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-2016-parcela-de-1-899-reais-ao-mes-aut-2j72-1142472060
Jeep Compass - 2018 Longitude Flex Automático;R$ 115.000;https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2018-longitude-flex-automatico-1135711950
Jeep Compass 1.3 T270 Turbo Longitude 80 Anos;R$ 172.500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-1-3-t270-turbo-longitude-80-anos-1156950745
JEEP COMPASS 2.0 16V Longitude 4X4;R$ 169.900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-16v-longitude-4x4-1164593306
Jeep Renegade - Diesel - 4x4 - Teto Solar;R$ 96.500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-diesel-4x4-teto-solar-1172731828
Jeep Compass 2.0 16v Longitude;R$ 113.900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-16v-longitude-1120269990
Jeep Renegade longitude 1.8 4x2 automática - 2016;R$ 68.000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-longitude-1-8-4x2-automatica-2016-1155920180
JEEP RENEGADE 1.8 16V FLEX 4P AUTOMÁTICO;R$ 84.900;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-1-8-16v-flex-4p-automatico-1121639128
Jeep Compass 4x4 Diesel 2017;R$ 126.000;https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-4x4-diesel-2017-1172813451
JEEP RENEGADE 1.8 16V FLEX SPORT 4P AUTOMÁTICO;R$ 76.900;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-1-8-16v-flex-sport-4p-automatico-1166191355
Jeep Compass Sport 18/19;R$ 109.000;https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-sport-18-19-1169753387
Jeep cherokee limitd 3.7 V6 2012 BLINDADA;R$ 70.000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-cherokee-limitd-3-7-v6-2012-blindada-1173845013
Jeep Renegade Longitude 2021 Flex;R$ 94.000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-longitude-2021-flex-1175948864
Jeep Grand Cherokee Limited 3.0 TB Diesel + Blindado;R$ 139.990;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-grand-cherokee-limited-3-0-tb-diesel-blindado-1156858634
JEEP RENEGADE RENEGADE SPORT 1.8 4X2 FLEX 16V AUT.;R$ 88.990;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-renegade-sport-1-8-4x2-flex-16v-aut-1172039523
JEEP RENEGADE RENEGADE SPORT 1.8 4X2 FLEX 16V AUT.;R$ 90.950;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-renegade-sport-1-8-4x2-flex-16v-aut-1168625565
Jeep Compass 2019 2.0 16v flex limited automático;R$ 140.700;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2019-2-0-16v-flex-limited-automatico-1154176105
jeep commandor t370 overland 4x4 turbo diesiel 0km 22/22;R$ 269.900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-commandor-t370-overland-4x4-turbo-diesiel-0km-22-22-1115455426
JEEP RENEGADE;R$ 92.610;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-1156492440
JEEP RENEGADE RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.;R$ 97.730;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-renegade-longitude-1-8-4x2-flex-16v-aut-1171712799
Jeep Renegade Thawk;R$ 109.000;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-thawk-1151117827
JEEP COMPASS 2.0 16V DIESEL LIMITED 4X4 AUTOMÁTICO;R$ 184.990;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-16v-diesel-limited-4x4-automatico-1163655547
JEEP COMPASS COMPASS LIMITED 2.0 4X2 FLEX 16V AUT.;R$ 138.990;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-compass-limited-2-0-4x2-flex-16v-aut-1161032979
Jeep Renegade 2021 1.8 16v flex std 4p automático;R$ 87.990;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-2021-1-8-16v-flex-std-4p-automatico-1167998086
Jeep Compass 2.0 TDI Trailhawk 4WD (Aut);R$ 149.990;https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-tdi-trailhawk-4wd-aut-1098384305
JEEP COMPASS LIMITED 2.0 2020 IMPECAVEL;R$ 140.900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-limited-2-0-2020-impecavel-1172895767
Jeep Renegade Sport 1.8 (Aut) (Flex) FLEX AUTOMÁTICO;R$ 83.900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-sport-1-8-aut-flex-flex-automatico-1169120032
JEEP COMPASS 2.0 16V FLEX SPORT AUTOMÁTICO;R$ 109.880;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-16v-flex-sport-automatico-1165592346
JEEP COMPASS 2.0 LONGITUDE AUTOMÁTICA 2019 IMPECÁVEL;R$ 104.900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-longitude-automatica-2019-impecavel-1169079875
JEEP RENEGADE NIGHT EAGLE 2.0 4X4 TB DIE. AUT DIESEL 2018;R$ 95.900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-night-eagle-2-0-4x4-tb-die-aut-diesel-2018-1154599176
Jeep Compass 2020 2.0 16v diesel longitude 4x4 automático;R$ 139.580;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2020-2-0-16v-diesel-longitude-4x4-automatico-1156024106
Jeep Renegade Sport 1.8 Preto 2016;R$ 68.900;https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-sport-1-8-preto-2016-1168390803
Jeep Renegade 2020;R$ 92.900;https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-2020-1152838220
Jeep Renegade Longitude 1.8 4x2 Flex 16V Aut. 2020/2021;R$ 91.900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-longitude-1-8-4x2-flex-16v-aut-2020-2021-1157855449
JEEP RENEGADE 1.8 16V SPORT 2019;R$ 83.990;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-1-8-16v-sport-2019-1102901179
JEEP Compass 2.0 16V 4P LIMITED TURBO DIESEL 4X4 AUTOMÁTICO;R$ 165.000;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-16v-4p-limited-turbo-diesel-4x4-automatico-1164381289
JEEP COMPASS 2.0 TD350 TURBO DIESEL LONGITUDE AT9;R$ 179.990;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-td350-turbo-diesel-longitude-at9-1138261363
Jeep Compass 2.0 longitude 2020 - Único dono;R$ 65.000;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-longitude-2020-unico-dono-1170234524
JEEP 1.8 16V LONGITUDE;R$ 79.900;https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/jeep-1-8-16v-longitude-1107134912
JEEP COMPASS 2.0 16V LONGITUDE 2021;R$ 134.990;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-16v-longitude-2021-1165770047
Jeep RENEGADE Renegade Limited 1.8 4X2 Flex 16V Aut.;R$ 105.990;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-renegade-limited-1-8-4x2-flex-16v-aut-1049719399
JEEP COMPASS LONGITUDE 2.0 TURBO DIESEL 2021;R$ 173.900;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-longitude-2-0-turbo-diesel-2021-1108127347
JEEP Renegade SPORT 1.8 FLEX AUTOMATICO 5P;R$ 93.990;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-sport-1-8-flex-automatico-5p-1125071117
JEEP RENEGADE 1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;R$ 79.900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-1-8-16v-flex-longitude-4p-automatico-1160163012
JEEP RENEGADE 1.8 16V Sport;R$ 92.999;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-1-8-16v-sport-1167830214
Jeep Renegade 2018 Automático;R$ 78.800;https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-2018-automatico-1176303961
Jeep Renegade 2020 1.8 16v flex longitude 4p automático;R$ 94.440;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-2020-1-8-16v-flex-longitude-4p-automatico-1154729595
Jeep compass 2021 2.0 16v diesel s 4x4 automÁtico;R$ 185.900;https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2021-2-0-16v-diesel-s-4x4-automatico-1127375445
JEEP-COMPASS 2.0 TD350 TURBO TRAILHAWK;R$ 226.890;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-td350-turbo-trailhawk-1117933281
JEEP RENEGADE 1.8 16V FLEX LIMITED 4P AUTOMÁTICO;R$ 111.900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-1-8-16v-flex-limited-4p-automatico-1171920522
JEEP RENEGADE;R$ 160.900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-1148546087
jeep cherokee sport ano 2012 - 3.7 4x4 v6 automatica - raridade - nao tem outra igual;R$ 78.990;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-cherokee-sport-ano-2012-3-7-4x4-v6-automatica-raridade-nao-tem-outra-igual-1160713047
Jeep Renegade 2.0 Turbo Diesel Longitude 4x4 Aut 2016 *Garantia 1 Ano | Troca/Financia;;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-2-0-turbo-diesel-longitude-4x4-aut-2016-garantia-1-ano-troca-financia-1152835266
Jeep renegade Std;R$ 80.000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-std-1173800235
Jeep Renegade Trailhawk Turbo Diesel;R$ 168.000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-trailhawk-turbo-diesel-1176291975
Jeep Compass 2.0 Longitude 4x2 (Aut) (Flex);R$ 112.900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-longitude-4x2-aut-flex-1176288329
Jeep Renegade 1.8 Automático;R$ 87.900;https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-1-8-automatico-1153215022
Jeep Compass 2.0 Flex Longitude;R$ 134.900;https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-flex-longitude-1171453793
JEEP RENEGADE 1.3 T270 Turbo S 4X4;R$ 158.900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-1-3-t270-turbo-s-4x4-1166920843
Jeep Renegade 1.8 Longitude Flex;R$ 98.900;https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-1-8-longitude-flex-1133059123
Jeep Compass Longitude 2.0 16v Flex Automático 4x2;R$ 105.300;https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-longitude-2-0-16v-flex-automatico-4x2-1164250541
Jeep Compass 2022 c/ 5.000km Longitude Azul Jazz - Ipva 2023 pago - Impecável;R$ 157.900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2022-c-5-000km-longitude-azul-jazz-ipva-2023-pago-impecavel-1157483837
Jeep 2018;R$ 86.000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-2018-1156699060
Jeep Renegade 1.8 Longitude Flex Automático;R$ 71.900;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-1-8-longitude-flex-automatico-1170016220
JEEP COMPASS;R$ 137.900;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-1164494061
Jeep Compass Limited High Tech 2.0 Flex 2018 Top de Linha;R$ 119.000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-limited-high-tech-2-0-flex-2018-top-de-linha-1138564300
Jeep compass longitude 2017 com 48000km;R$ 106.500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-longitude-2017-com-48000km-1171184205
Jeep Renegade 2021 1.8 16v flex std 4p automático;R$ 86.230;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-2021-1-8-16v-flex-std-4p-automatico-1152819261
JEEP COMPASS COMPASS SPORT 2.0 16V 156CV 5P;R$ 129.900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-compass-sport-2-0-16v-156cv-5p-1165114893
JEEP Renegade LONG AT FLEX 1.8 4P;R$ 82.990;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-long-at-flex-1-8-4p-1159484590
JEEP COMPASS 2.0 16V DIESEL LONGITUDE 4X4 AUTOMÁTICO;R$ 139.990;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-16v-diesel-longitude-4x4-automatico-1139660033
JEEP COMPASS COMPASS TRAILHAWK 2.0 4X4 DIES. 16V AUT.;R$ 169.900;https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-compass-trailhawk-2-0-4x4-dies-16v-aut-1150290300
JEEP / RENEGADE TRAILHAWK;R$ 163.900;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-trailhawk-1165073223
